nhdplus_comid,gage_count,historical_max_flood_return_period_years,max_matched_event_return_period_years,record_years_max,distinct_matched_rainfall_flood_event_count,maximum_matched_flood_return_period_years,maximum_matched_peak_cfs_per_sqmi,median_rainfall_to_flood_lag_hours,distinct_major_rainfall_flood_event_count,historical_flood_class,major_event_count_class
19620776,1,51.83846411180582,,73,0,,,,0,50–<100 years,0
19621030,1,20.0,,19,0,,,,0,10–<25 years,0
19621034,1,20.0,,19,0,,,,0,10–<25 years,0
19621046,1,20.0,,19,0,,,,0,10–<25 years,0
19621068,1,20.0,,19,0,,,,0,10–<25 years,0
19621078,1,20.0,,19,0,,,,0,10–<25 years,0
19621084,1,20.0,,19,0,,,,0,10–<25 years,0
19621280,1,153.9439405949455,153.9439405949455,63,4,153.9439405949455,350.87719298245617,-17.0,1,≥100 years,1
19621286,1,15.0,3.0,14,1,3.0,84.2293906810036,-25.0,0,10–<25 years,0
19621328,2,153.9439405949455,153.9439405949455,63,12,153.9439405949455,350.87719298245617,-11.5,1,≥100 years,1
19621334,1,227.961490443382,227.961490443382,39,10,227.961490443382,2073.5785953177256,-22.0,3,≥100 years,3–4
19621338,2,68.9969654426436,68.9969654426436,28,10,68.9969654426436,1326.530612244898,-28.5,2,50–<100 years,2
19621342,1,77.72352992583761,16.568325093314346,41,10,16.568325093314346,360.9958506224066,-28.5,2,50–<100 years,2
19621346,1,85.33863212013186,26.78730049194781,66,12,26.78730049194781,244.89795918367344,-22.5,3,50–<100 years,3–4
19621360,1,15.0,3.0,14,1,3.0,84.2293906810036,-25.0,0,10–<25 years,0
19621364,1,17.0,8.5,16,2,8.5,224.69437652811737,-6.0,0,10–<25 years,0
19621374,1,174.20304474603665,7.938761574681901,76,9,7.938761574681901,129.41176470588235,-7.0,0,≥100 years,0
19621386,1,85.33863212013186,26.78730049194781,66,12,26.78730049194781,244.89795918367344,-22.5,3,50–<100 years,3–4
19621388,1,80.8716845660424,80.8716845660424,28,7,80.8716845660424,869.1206543967281,-11.0,1,50–<100 years,1
19621400,4,198.8217738181121,198.8217738181121,42,16,198.8217738181121,1979.6511627906975,-28.5,3,≥100 years,3–4
19621402,1,77.72352992583761,16.568325093314346,41,10,16.568325093314346,360.9958506224066,-28.5,2,50–<100 years,2
19621418,2,77.72352992583761,28.681453582268222,41,12,28.681453582268222,360.9958506224066,-28.5,3,50–<100 years,3–4
19621426,1,864.1065798507375,169.33368902590257,90,14,169.33368902590257,181.25,14.0,3,≥100 years,3–4
19621434,1,864.1065798507375,169.33368902590257,90,14,169.33368902590257,181.25,14.0,3,≥100 years,3–4
19621542,1,85.33863212013186,26.78730049194781,66,12,26.78730049194781,244.89795918367344,-22.5,3,50–<100 years,3–4
19621546,1,28.681453582268222,28.681453582268222,35,8,28.681453582268222,356.4593301435407,-23.0,2,25–<50 years,2
19621550,1,85.33863212013186,26.78730049194781,66,12,26.78730049194781,244.89795918367344,-22.5,3,50–<100 years,3–4
19621552,1,85.33863212013186,26.78730049194781,66,12,26.78730049194781,244.89795918367344,-22.5,3,50–<100 years,3–4
19621562,1,28.681453582268222,28.681453582268222,35,8,28.681453582268222,356.4593301435407,-23.0,2,25–<50 years,2
19621580,1,85.33863212013186,26.78730049194781,66,12,26.78730049194781,244.89795918367344,-22.5,3,50–<100 years,3–4
19621588,2,115.79812594140634,54.12898461488923,81,11,54.12898461488923,548.2269503546099,10.0,3,≥100 years,3–4
19621594,2,110.86867952163828,54.12898461488923,40,10,54.12898461488923,553.8020086083214,-7.791666666666666,2,≥100 years,2
19621596,2,115.79812594140634,54.12898461488923,81,11,54.12898461488923,548.2269503546099,10.0,3,≥100 years,3–4
19621602,2,115.79812594140634,54.12898461488923,81,11,54.12898461488923,548.2269503546099,10.0,3,≥100 years,3–4
19621612,1,115.79812594140634,30.545790178710345,81,7,30.545790178710345,11.870363139398671,18.0,2,≥100 years,2
19621654,1,115.79812594140634,30.545790178710345,81,7,30.545790178710345,11.870363139398671,18.0,2,≥100 years,2
19621672,1,115.79812594140634,30.545790178710345,81,7,30.545790178710345,11.870363139398671,18.0,2,≥100 years,2
19621674,1,115.79812594140634,30.545790178710345,81,7,30.545790178710345,11.870363139398671,18.0,2,≥100 years,2
19621784,1,115.79812594140634,30.545790178710345,81,7,30.545790178710345,11.870363139398671,18.0,2,≥100 years,2
19621812,1,115.79812594140634,30.545790178710345,81,7,30.545790178710345,11.870363139398671,18.0,2,≥100 years,2
19621820,1,115.79812594140634,30.545790178710345,81,7,30.545790178710345,11.870363139398671,18.0,2,≥100 years,2
19621826,1,115.79812594140634,30.545790178710345,81,7,30.545790178710345,11.870363139398671,18.0,2,≥100 years,2
19621832,1,115.79812594140634,30.545790178710345,81,7,30.545790178710345,11.870363139398671,18.0,2,≥100 years,2
19622028,1,174.20304474603665,7.938761574681901,76,9,7.938761574681901,129.41176470588235,-7.0,0,≥100 years,0
19622956,1,20.0,,19,0,,,,0,10–<25 years,0
19622958,1,20.0,,19,0,,,,0,10–<25 years,0
19622960,1,20.0,,19,0,,,,0,10–<25 years,0
19622968,1,20.0,,19,0,,,,0,10–<25 years,0
19622992,1,62.54634717912194,,22,0,,,,0,50–<100 years,0
19622996,1,20.0,,19,0,,,,0,10–<25 years,0
19623260,1,13.0,,12,0,,,,0,10–<25 years,0
19623266,1,13.0,,12,0,,,,0,10–<25 years,0
19623540,1,1524.9709534463923,68.79519346797649,113,6,68.79519346797649,14.281077572216812,-1.5,2,≥100 years,2
19623568,1,1524.9709534463923,68.79519346797649,113,6,68.79519346797649,14.281077572216812,-1.5,2,≥100 years,2
19623622,2,56.09871340185919,,22,0,,,,0,50–<100 years,0
19623624,2,56.09871340185919,,22,0,,,,0,50–<100 years,0
19623648,3,1524.9709534463923,68.79519346797649,113,6,68.79519346797649,14.281077572216812,-1.5,2,≥100 years,2
19623652,3,1524.9709534463923,68.79519346797649,113,6,68.79519346797649,14.281077572216812,-1.5,2,≥100 years,2
19623678,3,1524.9709534463923,68.79519346797649,113,6,68.79519346797649,14.281077572216812,-1.5,2,≥100 years,2
19623682,2,1524.9709534463923,68.79519346797649,113,6,68.79519346797649,14.281077572216812,-1.5,2,≥100 years,2
19623684,2,1524.9709534463923,68.79519346797649,113,6,68.79519346797649,14.281077572216812,-1.5,2,≥100 years,2
19623692,2,1524.9709534463923,68.79519346797649,113,6,68.79519346797649,14.281077572216812,-1.5,2,≥100 years,2
19623736,2,1524.9709534463923,68.79519346797649,113,6,68.79519346797649,14.281077572216812,-1.5,2,≥100 years,2
19623798,2,1524.9709534463923,68.79519346797649,113,6,68.79519346797649,14.281077572216812,-1.5,2,≥100 years,2
19623810,1,1524.9709534463923,68.79519346797649,113,6,68.79519346797649,14.281077572216812,-1.5,2,≥100 years,2
19624566,1,20.0,,19,0,,,,0,10–<25 years,0
19624576,1,20.0,,19,0,,,,0,10–<25 years,0
19624622,1,20.0,,19,0,,,,0,10–<25 years,0
19624824,1,34.30799426777022,34.30799426777022,21,2,34.30799426777022,171.3235294117647,21.5,2,25–<50 years,2
19624878,1,34.30799426777022,34.30799426777022,21,2,34.30799426777022,171.3235294117647,21.5,2,25–<50 years,2
19624942,1,34.30799426777022,34.30799426777022,21,2,34.30799426777022,171.3235294117647,21.5,2,25–<50 years,2
19624948,1,34.30799426777022,34.30799426777022,21,2,34.30799426777022,171.3235294117647,21.5,2,25–<50 years,2
19624960,1,34.30799426777022,34.30799426777022,21,2,34.30799426777022,171.3235294117647,21.5,2,25–<50 years,2
19624978,1,34.30799426777022,34.30799426777022,21,2,34.30799426777022,171.3235294117647,21.5,2,25–<50 years,2
19624980,1,34.30799426777022,34.30799426777022,21,2,34.30799426777022,171.3235294117647,21.5,2,25–<50 years,2
19625020,1,34.30799426777022,34.30799426777022,21,2,34.30799426777022,171.3235294117647,21.5,2,25–<50 years,2
19625148,1,34.30799426777022,34.30799426777022,21,2,34.30799426777022,171.3235294117647,21.5,2,25–<50 years,2
19625154,1,34.30799426777022,34.30799426777022,21,2,34.30799426777022,171.3235294117647,21.5,2,25–<50 years,2
19625212,1,34.30799426777022,34.30799426777022,21,2,34.30799426777022,171.3235294117647,21.5,2,25–<50 years,2
19625232,1,34.30799426777022,34.30799426777022,21,2,34.30799426777022,171.3235294117647,21.5,2,25–<50 years,2
19625252,1,34.30799426777022,34.30799426777022,21,2,34.30799426777022,171.3235294117647,21.5,2,25–<50 years,2
19625254,1,34.30799426777022,34.30799426777022,21,2,34.30799426777022,171.3235294117647,21.5,2,25–<50 years,2
19625284,1,34.30799426777022,34.30799426777022,21,2,34.30799426777022,171.3235294117647,21.5,2,25–<50 years,2
19625288,1,34.30799426777022,34.30799426777022,21,2,34.30799426777022,171.3235294117647,21.5,2,25–<50 years,2
19625290,1,34.30799426777022,34.30799426777022,21,2,34.30799426777022,171.3235294117647,21.5,2,25–<50 years,2
19625294,1,34.30799426777022,34.30799426777022,21,2,34.30799426777022,171.3235294117647,21.5,2,25–<50 years,2
19625296,1,34.30799426777022,34.30799426777022,21,2,34.30799426777022,171.3235294117647,21.5,2,25–<50 years,2
19625300,1,34.30799426777022,34.30799426777022,21,2,34.30799426777022,171.3235294117647,21.5,2,25–<50 years,2
19625354,1,126.7188395757968,17.299831270866168,41,5,17.299831270866168,183.08227114716107,4.5,3,≥100 years,3–4
19625370,1,126.7188395757968,17.299831270866168,41,5,17.299831270866168,183.08227114716107,4.5,3,≥100 years,3–4
19625384,1,126.7188395757968,17.299831270866168,41,5,17.299831270866168,183.08227114716107,4.5,3,≥100 years,3–4
19625396,1,126.7188395757968,17.299831270866168,41,5,17.299831270866168,183.08227114716107,4.5,3,≥100 years,3–4
19625402,1,126.7188395757968,17.299831270866168,41,5,17.299831270866168,183.08227114716107,4.5,3,≥100 years,3–4
19625574,1,126.7188395757968,17.299831270866168,41,5,17.299831270866168,183.08227114716107,4.5,3,≥100 years,3–4
19625580,1,126.7188395757968,17.299831270866168,41,5,17.299831270866168,183.08227114716107,4.5,3,≥100 years,3–4
19625776,1,126.7188395757968,17.299831270866168,41,5,17.299831270866168,183.08227114716107,4.5,3,≥100 years,3–4
19626108,1,126.7188395757968,17.299831270866168,41,5,17.299831270866168,183.08227114716107,4.5,3,≥100 years,3–4
19626166,1,115.79812594140634,30.545790178710345,81,7,30.545790178710345,11.870363139398671,18.0,2,≥100 years,2
19626198,1,20.0,,19,0,,,,0,10–<25 years,0
19626200,1,20.0,,19,0,,,,0,10–<25 years,0
19626236,1,20.0,,19,0,,,,0,10–<25 years,0
19626238,1,20.0,,19,0,,,,0,10–<25 years,0
19626288,1,62.54634717912194,,22,0,,,,0,50–<100 years,0
19626298,1,20.0,,19,0,,,,0,10–<25 years,0
19626300,1,20.0,,19,0,,,,0,10–<25 years,0
19626302,1,20.0,,19,0,,,,0,10–<25 years,0
19626306,1,20.0,,19,0,,,,0,10–<25 years,0
19626308,1,20.0,,19,0,,,,0,10–<25 years,0
19626310,1,20.0,,19,0,,,,0,10–<25 years,0
19626318,1,62.54634717912194,,22,0,,,,0,50–<100 years,0
19626320,1,20.0,,19,0,,,,0,10–<25 years,0
19626334,1,20.0,,19,0,,,,0,10–<25 years,0
19626338,1,20.0,,19,0,,,,0,10–<25 years,0
19626356,1,62.54634717912194,,22,0,,,,0,50–<100 years,0
19626360,1,62.54634717912194,,22,0,,,,0,50–<100 years,0
19626362,1,62.54634717912194,,22,0,,,,0,50–<100 years,0
19626364,1,62.54634717912194,,22,0,,,,0,50–<100 years,0
19626420,1,62.54634717912194,,22,0,,,,0,50–<100 years,0
19626422,1,62.54634717912194,,22,0,,,,0,50–<100 years,0
19626424,1,62.54634717912194,,22,0,,,,0,50–<100 years,0
19626436,1,62.54634717912194,,22,0,,,,0,50–<100 years,0
19626498,1,62.54634717912194,,22,0,,,,0,50–<100 years,0
19627008,1,20.0,,19,0,,,,0,10–<25 years,0
19627010,1,62.54634717912194,,22,0,,,,0,50–<100 years,0
19633472,1,1524.9709534463923,68.79519346797649,113,6,68.79519346797649,14.281077572216812,-1.5,2,≥100 years,2
19633474,1,1524.9709534463923,68.79519346797649,113,6,68.79519346797649,14.281077572216812,-1.5,2,≥100 years,2
19633478,1,1524.9709534463923,68.79519346797649,113,6,68.79519346797649,14.281077572216812,-1.5,2,≥100 years,2
19633480,1,1524.9709534463923,68.79519346797649,113,6,68.79519346797649,14.281077572216812,-1.5,2,≥100 years,2
19643372,1,1000000.0,1000000.0,26,6,1000000.0,170.99236641221373,-11.5,3,≥100 years,3–4
19643404,1,1000000.0,1000000.0,26,6,1000000.0,170.99236641221373,-11.5,3,≥100 years,3–4
19643642,1,308.1411617824115,,59,0,,,,0,≥100 years,0
19643644,1,308.1411617824115,,59,0,,,,0,≥100 years,0
19643646,1,308.1411617824115,,59,0,,,,0,≥100 years,0
19643650,1,308.1411617824115,,59,0,,,,0,≥100 years,0
19643658,1,308.1411617824115,,59,0,,,,0,≥100 years,0
19643660,1,308.1411617824115,,59,0,,,,0,≥100 years,0
19644358,1,1000000.0,1000000.0,26,6,1000000.0,170.99236641221373,-11.5,3,≥100 years,3–4
19644378,1,1000000.0,1000000.0,26,6,1000000.0,170.99236641221373,-11.5,3,≥100 years,3–4
19644488,1,1000000.0,1000000.0,26,6,1000000.0,170.99236641221373,-11.5,3,≥100 years,3–4
19644520,1,1000000.0,1000000.0,26,6,1000000.0,170.99236641221373,-11.5,3,≥100 years,3–4
19644594,1,1000000.0,1000000.0,26,6,1000000.0,170.99236641221373,-11.5,3,≥100 years,3–4
19644686,1,1000000.0,1000000.0,26,6,1000000.0,170.99236641221373,-11.5,3,≥100 years,3–4
19644688,1,1000000.0,1000000.0,26,6,1000000.0,170.99236641221373,-11.5,3,≥100 years,3–4
19644710,1,1000000.0,1000000.0,26,6,1000000.0,170.99236641221373,-11.5,3,≥100 years,3–4
19644842,1,1000000.0,1000000.0,26,6,1000000.0,170.99236641221373,-11.5,3,≥100 years,3–4
19644846,1,1000000.0,1000000.0,26,6,1000000.0,170.99236641221373,-11.5,3,≥100 years,3–4
19644896,1,1000000.0,1000000.0,26,6,1000000.0,170.99236641221373,-11.5,3,≥100 years,3–4
19645866,1,16.0,16.0,15,4,16.0,233.56009070294783,-3.75,1,10–<25 years,1
19645890,1,16.0,16.0,15,4,16.0,233.56009070294783,-3.75,1,10–<25 years,1
19645896,1,16.0,16.0,15,4,16.0,233.56009070294783,-3.75,1,10–<25 years,1
19645902,1,16.0,16.0,15,4,16.0,233.56009070294783,-3.75,1,10–<25 years,1
19645904,1,16.0,16.0,15,4,16.0,233.56009070294783,-3.75,1,10–<25 years,1
19645928,1,16.0,16.0,15,4,16.0,233.56009070294783,-3.75,1,10–<25 years,1
19645950,1,16.0,16.0,15,4,16.0,233.56009070294783,-3.75,1,10–<25 years,1
19645962,1,16.0,16.0,15,4,16.0,233.56009070294783,-3.75,1,10–<25 years,1
19645964,1,16.0,16.0,15,4,16.0,233.56009070294783,-3.75,1,10–<25 years,1
19645966,1,16.0,16.0,15,4,16.0,233.56009070294783,-3.75,1,10–<25 years,1
19645968,1,16.0,16.0,15,4,16.0,233.56009070294783,-3.75,1,10–<25 years,1
19646242,1,16.0,16.0,15,4,16.0,233.56009070294783,-3.75,1,10–<25 years,1
19646244,1,308.1411617824115,,59,0,,,,0,≥100 years,0
19646248,1,308.1411617824115,,59,0,,,,0,≥100 years,0
19646256,1,308.1411617824115,,59,0,,,,0,≥100 years,0
19646260,1,308.1411617824115,,59,0,,,,0,≥100 years,0
19646264,1,308.1411617824115,,59,0,,,,0,≥100 years,0
19646280,1,308.1411617824115,,59,0,,,,0,≥100 years,0
19646286,1,308.1411617824115,,59,0,,,,0,≥100 years,0
19646288,1,308.1411617824115,,59,0,,,,0,≥100 years,0
19647842,1,16.0,16.0,15,4,16.0,233.56009070294783,-3.75,1,10–<25 years,1
19647854,1,16.0,16.0,15,4,16.0,233.56009070294783,-3.75,1,10–<25 years,1
19647860,1,16.0,16.0,15,4,16.0,233.56009070294783,-3.75,1,10–<25 years,1
19647870,1,16.0,16.0,15,4,16.0,233.56009070294783,-3.75,1,10–<25 years,1
19647896,1,16.0,16.0,15,4,16.0,233.56009070294783,-3.75,1,10–<25 years,1
19647900,1,16.0,16.0,15,4,16.0,233.56009070294783,-3.75,1,10–<25 years,1
19647908,1,16.0,16.0,15,4,16.0,233.56009070294783,-3.75,1,10–<25 years,1
19648012,1,46.271239672126605,46.271239672126605,32,4,46.271239672126605,166.66666666666666,-3.875,3,25–<50 years,3–4
19648024,1,46.271239672126605,46.271239672126605,32,4,46.271239672126605,166.66666666666666,-3.875,3,25–<50 years,3–4
19648038,1,46.271239672126605,46.271239672126605,32,4,46.271239672126605,166.66666666666666,-3.875,3,25–<50 years,3–4
19648040,1,46.271239672126605,46.271239672126605,32,4,46.271239672126605,166.66666666666666,-3.875,3,25–<50 years,3–4
19648042,1,46.271239672126605,46.271239672126605,32,4,46.271239672126605,166.66666666666666,-3.875,3,25–<50 years,3–4
19648046,1,46.271239672126605,46.271239672126605,32,4,46.271239672126605,166.66666666666666,-3.875,3,25–<50 years,3–4
19648056,1,46.271239672126605,46.271239672126605,32,4,46.271239672126605,166.66666666666666,-3.875,3,25–<50 years,3–4
19648066,1,46.271239672126605,46.271239672126605,32,4,46.271239672126605,166.66666666666666,-3.875,3,25–<50 years,3–4
19648068,1,46.271239672126605,46.271239672126605,32,4,46.271239672126605,166.66666666666666,-3.875,3,25–<50 years,3–4
19648270,1,16.0,16.0,15,4,16.0,233.56009070294783,-3.75,1,10–<25 years,1
19648790,1,16.0,16.0,15,4,16.0,233.56009070294783,-3.75,1,10–<25 years,1
19648798,1,16.0,16.0,15,4,16.0,233.56009070294783,-3.75,1,10–<25 years,1
19649016,1,46.271239672126605,46.271239672126605,32,4,46.271239672126605,166.66666666666666,-3.875,3,25–<50 years,3–4
19649030,1,46.271239672126605,46.271239672126605,32,4,46.271239672126605,166.66666666666666,-3.875,3,25–<50 years,3–4
19649034,1,46.271239672126605,46.271239672126605,32,4,46.271239672126605,166.66666666666666,-3.875,3,25–<50 years,3–4
19649036,1,46.271239672126605,46.271239672126605,32,4,46.271239672126605,166.66666666666666,-3.875,3,25–<50 years,3–4
19649038,1,46.271239672126605,46.271239672126605,32,4,46.271239672126605,166.66666666666666,-3.875,3,25–<50 years,3–4
19649040,1,46.271239672126605,46.271239672126605,32,4,46.271239672126605,166.66666666666666,-3.875,3,25–<50 years,3–4
19649048,1,46.271239672126605,46.271239672126605,32,4,46.271239672126605,166.66666666666666,-3.875,3,25–<50 years,3–4
19649050,1,46.271239672126605,46.271239672126605,32,4,46.271239672126605,166.66666666666666,-3.875,3,25–<50 years,3–4
19649054,1,46.271239672126605,46.271239672126605,32,4,46.271239672126605,166.66666666666666,-3.875,3,25–<50 years,3–4
19649056,1,46.271239672126605,46.271239672126605,32,4,46.271239672126605,166.66666666666666,-3.875,3,25–<50 years,3–4
19649064,1,46.271239672126605,46.271239672126605,32,4,46.271239672126605,166.66666666666666,-3.875,3,25–<50 years,3–4
19649280,1,56.211445342343325,,21,0,,,,0,50–<100 years,0
19649294,1,56.211445342343325,,21,0,,,,0,50–<100 years,0
19649316,1,56.211445342343325,,21,0,,,,0,50–<100 years,0
19649322,1,56.211445342343325,,21,0,,,,0,50–<100 years,0
19649420,1,56.211445342343325,,21,0,,,,0,50–<100 years,0
19649444,1,56.211445342343325,,21,0,,,,0,50–<100 years,0
19649446,1,56.211445342343325,,21,0,,,,0,50–<100 years,0
19649472,1,56.211445342343325,,21,0,,,,0,50–<100 years,0
19649492,1,56.211445342343325,,21,0,,,,0,50–<100 years,0
19649572,1,56.211445342343325,,21,0,,,,0,50–<100 years,0
19649602,1,56.211445342343325,,21,0,,,,0,50–<100 years,0
19649624,1,56.211445342343325,,21,0,,,,0,50–<100 years,0
19649626,1,56.211445342343325,,21,0,,,,0,50–<100 years,0
19649642,1,56.211445342343325,,21,0,,,,0,50–<100 years,0
19649694,1,56.211445342343325,,21,0,,,,0,50–<100 years,0
19650054,1,56.211445342343325,,21,0,,,,0,50–<100 years,0
19650360,1,56.211445342343325,,21,0,,,,0,50–<100 years,0
19650366,1,56.211445342343325,,21,0,,,,0,50–<100 years,0
19650372,1,56.211445342343325,,21,0,,,,0,50–<100 years,0
19650396,1,56.211445342343325,,21,0,,,,0,50–<100 years,0
19650402,1,56.211445342343325,,21,0,,,,0,50–<100 years,0
19650404,1,56.211445342343325,,21,0,,,,0,50–<100 years,0
19650468,1,56.211445342343325,,21,0,,,,0,50–<100 years,0
19696757,1,308.1411617824115,,59,0,,,,0,≥100 years,0
19696759,1,308.1411617824115,,59,0,,,,0,≥100 years,0
19696763,1,308.1411617824115,,59,0,,,,0,≥100 years,0
19696765,1,308.1411617824115,,59,0,,,,0,≥100 years,0
2130974,1,12.0,3.0,11,1,3.0,87.37864077669903,7.0,0,10–<25 years,0
2131006,1,12.0,3.0,11,1,3.0,87.37864077669903,7.0,0,10–<25 years,0
2131026,1,12.0,3.0,11,1,3.0,87.37864077669903,7.0,0,10–<25 years,0
2131030,1,12.0,3.0,11,1,3.0,87.37864077669903,7.0,0,10–<25 years,0
2131226,1,12.0,3.0,11,1,3.0,87.37864077669903,7.0,0,10–<25 years,0
2134034,1,12.0,3.0,11,1,3.0,87.37864077669903,7.0,0,10–<25 years,0
2134046,1,12.0,3.0,11,1,3.0,87.37864077669903,7.0,0,10–<25 years,0
2134056,1,12.0,3.0,11,1,3.0,87.37864077669903,7.0,0,10–<25 years,0
2134352,1,12.0,3.0,11,1,3.0,87.37864077669903,7.0,0,10–<25 years,0
2134354,1,12.0,3.0,11,1,3.0,87.37864077669903,7.0,0,10–<25 years,0
21450798,1,103.81263218172316,,31,0,,,,0,≥100 years,0
21452902,1,23.562226992104037,8.745320988015111,22,1,8.745320988015111,337.83783783783787,-36.0,0,10–<25 years,0
21452904,1,23.562226992104037,8.745320988015111,22,1,8.745320988015111,337.83783783783787,-36.0,0,10–<25 years,0
21452906,1,23.562226992104037,8.745320988015111,22,1,8.745320988015111,337.83783783783787,-36.0,0,10–<25 years,0
21452908,1,23.562226992104037,8.745320988015111,22,1,8.745320988015111,337.83783783783787,-36.0,0,10–<25 years,0
21452910,1,23.562226992104037,8.745320988015111,22,1,8.745320988015111,337.83783783783787,-36.0,0,10–<25 years,0
21452914,1,23.562226992104037,8.745320988015111,22,1,8.745320988015111,337.83783783783787,-36.0,0,10–<25 years,0
21452918,1,23.562226992104037,8.745320988015111,22,1,8.745320988015111,337.83783783783787,-36.0,0,10–<25 years,0
21452922,1,23.562226992104037,8.745320988015111,22,1,8.745320988015111,337.83783783783787,-36.0,0,10–<25 years,0
21452924,1,23.562226992104037,8.745320988015111,22,1,8.745320988015111,337.83783783783787,-36.0,0,10–<25 years,0
21452928,1,23.562226992104037,8.745320988015111,22,1,8.745320988015111,337.83783783783787,-36.0,0,10–<25 years,0
21452932,1,23.562226992104037,8.745320988015111,22,1,8.745320988015111,337.83783783783787,-36.0,0,10–<25 years,0
21452936,1,23.562226992104037,8.745320988015111,22,1,8.745320988015111,337.83783783783787,-36.0,0,10–<25 years,0
21452946,1,23.562226992104037,8.745320988015111,22,1,8.745320988015111,337.83783783783787,-36.0,0,10–<25 years,0
21452990,1,23.562226992104037,8.745320988015111,22,1,8.745320988015111,337.83783783783787,-36.0,0,10–<25 years,0
21452992,1,23.562226992104037,8.745320988015111,22,1,8.745320988015111,337.83783783783787,-36.0,0,10–<25 years,0
21453110,1,93.2506236716356,3.194821876389941,30,2,3.194821876389941,40.37914691943128,-21.5,0,50–<100 years,0
21453122,1,93.2506236716356,3.194821876389941,30,2,3.194821876389941,40.37914691943128,-21.5,0,50–<100 years,0
21453140,1,93.2506236716356,3.194821876389941,30,2,3.194821876389941,40.37914691943128,-21.5,0,50–<100 years,0
21453144,1,93.2506236716356,3.194821876389941,30,2,3.194821876389941,40.37914691943128,-21.5,0,50–<100 years,0
21453224,1,93.2506236716356,3.194821876389941,30,2,3.194821876389941,40.37914691943128,-21.5,0,50–<100 years,0
21453258,1,93.2506236716356,3.194821876389941,30,2,3.194821876389941,40.37914691943128,-21.5,0,50–<100 years,0
21453262,1,93.2506236716356,3.194821876389941,30,2,3.194821876389941,40.37914691943128,-21.5,0,50–<100 years,0
21453270,1,93.2506236716356,3.194821876389941,30,2,3.194821876389941,40.37914691943128,-21.5,0,50–<100 years,0
21453286,1,93.2506236716356,3.194821876389941,30,2,3.194821876389941,40.37914691943128,-21.5,0,50–<100 years,0
21453370,1,93.2506236716356,3.194821876389941,30,2,3.194821876389941,40.37914691943128,-21.5,0,50–<100 years,0
21453378,1,93.2506236716356,3.194821876389941,30,2,3.194821876389941,40.37914691943128,-21.5,0,50–<100 years,0
21453414,1,93.2506236716356,3.194821876389941,30,2,3.194821876389941,40.37914691943128,-21.5,0,50–<100 years,0
21453456,1,93.2506236716356,3.194821876389941,30,2,3.194821876389941,40.37914691943128,-21.5,0,50–<100 years,0
21453462,1,93.2506236716356,3.194821876389941,30,2,3.194821876389941,40.37914691943128,-21.5,0,50–<100 years,0
21453472,1,93.2506236716356,3.194821876389941,30,2,3.194821876389941,40.37914691943128,-21.5,0,50–<100 years,0
21453494,1,93.2506236716356,3.194821876389941,30,2,3.194821876389941,40.37914691943128,-21.5,0,50–<100 years,0
21453562,1,93.2506236716356,3.194821876389941,30,2,3.194821876389941,40.37914691943128,-21.5,0,50–<100 years,0
21453804,1,93.2506236716356,3.194821876389941,30,2,3.194821876389941,40.37914691943128,-21.5,0,50–<100 years,0
21454068,1,103.81263218172316,,31,0,,,,0,≥100 years,0
21454086,1,103.81263218172316,,31,0,,,,0,≥100 years,0
21454112,1,103.81263218172316,,31,0,,,,0,≥100 years,0
21454118,1,103.81263218172316,,31,0,,,,0,≥100 years,0
21454134,1,103.81263218172316,,31,0,,,,0,≥100 years,0
21454210,1,103.81263218172316,,31,0,,,,0,≥100 years,0
21454216,1,103.81263218172316,,31,0,,,,0,≥100 years,0
21454228,1,103.81263218172316,,31,0,,,,0,≥100 years,0
21454240,1,103.81263218172316,,31,0,,,,0,≥100 years,0
21454294,1,103.81263218172316,,31,0,,,,0,≥100 years,0
21454312,1,103.81263218172316,,31,0,,,,0,≥100 years,0
21454340,1,103.81263218172316,,31,0,,,,0,≥100 years,0
21454366,1,103.81263218172316,,31,0,,,,0,≥100 years,0
21454392,1,103.81263218172316,,31,0,,,,0,≥100 years,0
21454414,1,103.81263218172316,,31,0,,,,0,≥100 years,0
21454442,1,103.81263218172316,,31,0,,,,0,≥100 years,0
21454446,1,103.81263218172316,,31,0,,,,0,≥100 years,0
21454470,1,103.81263218172316,,31,0,,,,0,≥100 years,0
21454946,1,23.562226992104037,8.745320988015111,22,1,8.745320988015111,337.83783783783787,-36.0,0,10–<25 years,0
21454978,1,13.0,13.0,12,3,13.0,93.01675977653632,-29.0,1,10–<25 years,1
21455016,1,13.0,13.0,12,3,13.0,93.01675977653632,-29.0,1,10–<25 years,1
21455046,1,23.562226992104037,8.745320988015111,22,1,8.745320988015111,337.83783783783787,-36.0,0,10–<25 years,0
21455072,1,23.562226992104037,8.745320988015111,22,1,8.745320988015111,337.83783783783787,-36.0,0,10–<25 years,0
21455082,1,13.0,13.0,12,3,13.0,93.01675977653632,-29.0,1,10–<25 years,1
21455944,1,126.06924501994372,27.317309294826806,39,4,27.317309294826806,205.12820512820517,-6.5,2,≥100 years,2
21456000,1,126.06924501994372,27.317309294826806,39,4,27.317309294826806,205.12820512820517,-6.5,2,≥100 years,2
21456024,1,126.06924501994372,27.317309294826806,39,4,27.317309294826806,205.12820512820517,-6.5,2,≥100 years,2
21456108,1,48.30274302599311,48.30274302599311,36,11,48.30274302599311,116.47509578544062,7.0,3,25–<50 years,3–4
