site_no,site_name,huc12,drainage_area_sqmi,record_years,first_water_year,last_water_year,missing_water_year_count,qualified_peak_fraction,duplicate_year_fraction,kendall_tau,kendall_p,lag1_autocorrelation,pettitt_change_year,pettitt_p,stationarity_warning
02419974,,031502010104,2.3,11,2009,2021,2,1.0,0.0,-0.11009637651263605,0.6394118528033749,-0.27754817596998677,2017.0,1.0,False
02419975,,031502010104,7.26,3,1975,1978,1,0.0,0.0,,,,,,False
02419976,,031502010104,8.1,11,2009,2021,2,1.0,0.0,-0.0909090909090909,0.7611503928170594,-0.32808172448630063,2017.0,1.0,True
02419977,,031502010104,8.79,2,1999,2000,0,0.0,0.0,,,,,,False
02420000,,031502010107,15087.0,97,1886,2023,41,0.18556701030927836,0.0,-0.06800098830419245,0.3246465018186442,0.20706761574075097,1984.0,0.4809245225268154,False
02420495,,031502010203,1.2,9,2013,2021,0,1.0,0.0,-0.2777777777777778,0.35848765432098767,-0.0391940838303454,2017.0,0.46827260127133097,False
02420980,,031502010309,4.6,11,2009,2021,2,1.0,0.0,0.018181818181818184,1.0,-0.17907582523341198,2015.0,0.8897896657432863,False
02420987,,031502010309,1.32,3,1975,1978,1,0.0,0.0,,,,,,False
02421000,,031502010309,290.0,74,1949,2025,3,0.013513513513513514,0.0,-0.10489257781712755,0.1865739912431058,-0.17624495218965477,1979.0,0.29797703248336305,False
02421105,,031502010401,0.45,13,1991,2003,0,0.07692307692307693,0.0,0.0,1.0,-0.06680181178092837,1993.0,0.8794199663286293,False
02421115,,031502010404,59.3,3,1999,2001,0,0.0,0.0,,,,,,False
02421256,,031502010601,89.4,11,1971,1981,0,0.0,0.0,0.05454545454545454,0.8792698312489979,-0.5609116828910231,1978.0,1.0,True
02421300,,031502010705,10.7,13,1961,1990,17,0.15384615384615385,0.0,-0.07692307692307691,0.7650248459102625,-0.2650632810160201,1964.0,0.8794199663286293,False
02421480,,031502010803,,2,2023,2024,0,0.5,0.0,,,,,,False
02421500,,031502010803,123.0,9,1939,1949,2,0.0,0.0,0.4444444444444444,0.11943893298059964,-0.10234743255816374,1941.0,0.6883075737308247,False
02422000,,031502010807,244.0,35,1938,1990,18,0.08571428571428572,0.0,-0.0372576441099907,0.7544648506594904,0.1444036031382827,1949.0,0.44626032029685964,False
02422500,,031502011006,203.0,86,1939,2025,1,0.023255813953488372,0.0,-0.03066393599874154,0.6761245656454379,0.03343180362741253,1951.0,0.8163133766387254,False
02423000,,031502011207,17095.0,99,1886,1990,6,0.6565656565656566,0.0,0.09629121101076626,0.1588522999224059,0.1283834861166363,1969.0,0.46268464523964214,False
02423110,,031502020101,12.5,12,2014,2025,0,1.0,0.0,-0.2727272727272727,0.24957952123750735,0.28216349359265885,2022.0,0.3670101994294372,False
02423130,,031502020101,19.7,33,1989,2021,0,1.0,0.0,0.3127963490471549,0.01056141155514531,0.24842900270841753,1997.0,0.05747768047686402,True
02423160,,031502020101,50.8,13,2012,2024,0,1.0,0.0,-0.17948717948717946,0.4353804483839206,-0.07115329642052338,2021.0,1.0,False
02423190,,031502020102,39.3,2,1999,2000,0,0.0,0.0,,,,,,False
02423380,,031502020104,140.0,43,1979,2025,4,0.023255813953488372,0.0,0.14285714285714285,0.17700339443308466,0.4787263117971151,1995.0,0.028585683041681655,True
02423397,,031502020103,17.0,28,1996,2024,1,1.0,0.0,-0.20689727957574983,0.12316830666468202,-0.022034064359355565,2005.0,0.16698098442074444,False
02423398,,031502020103,19.4,21,1981,2008,7,1.0,0.0,0.11483385035264293,0.4682141065059291,0.7072114450650225,2005.0,0.3756545346305703,True
02423400,,031502020103,24.4,31,1987,2024,7,1.0,0.0,0.09267262901479041,0.46474424807994785,0.26515716477119927,1995.0,0.15842202258152824,False
0242340550,,031502020103,3.19,4,1987,1991,1,0.0,0.0,,,,,,False
02423410,,031502020103,42.7,15,1985,1999,0,0.0,0.0,0.40952380952380957,0.03589723736788882,0.07492967964606602,1995.0,0.3629393690397159,True
02423414,,031502020103,47.0,21,2004,2025,1,1.0,0.0,0.10023894896671728,0.525803706569365,0.06158126358724448,2008.0,0.8188416416244048,False
02423425,,031502020204,201.0,38,1976,2025,12,1.0,0.0,-0.17651250022480028,0.11898705463995142,0.24802191072417462,2005.0,0.1352902957961405,False
02423496,,031502020204,226.0,36,1989,2024,0,0.08333333333333333,0.0,-0.0015885628521706784,0.9891314267088372,0.23903508530272505,1995.0,0.6776935891189887,False
02423500,,031502020204,230.0,62,1939,2024,24,0.03225806451612903,0.0,0.013760258371420312,0.874508122945118,0.28058361224582024,1995.0,0.9364950362928393,False
0242354650,,031502020202,14.3,3,2019,2024,3,0.0,0.0,,,,,,False
0242354750,,031502020202,25.6,27,1999,2025,0,1.0,0.0,0.08831908831908834,0.5352853283502016,0.33223536241468726,2009.0,0.39991861828582637,True
02423555,,031502020206,335.0,44,1961,2025,21,0.11363636363636363,0.0,-0.01163405768173752,0.9114081307916501,0.1932323522484682,2005.0,0.7055377731205748,False
02423571,,031502020301,9.46,8,2018,2025,0,0.5,0.0,0.181848241863327,0.5330356744917513,0.20585390326860398,2019.0,0.8601892812801245,False
02423586,,031502020301,27.1,15,2001,2025,10,1.0,0.0,-0.057416925176321465,0.7662472195322296,0.32358220809012495,2004.0,0.7657857719502241,True
02423630,,031502020303,72.3,42,1965,2023,17,0.14285714285714285,0.0,0.06627911457486275,0.5367047068137647,0.4219056605563265,1974.0,0.4434101753980555,True
02423647,,031502020407,593.0,16,1976,2025,34,0.0,0.0,-0.12552411131335847,0.4990258775247638,-0.14268200662990066,2022.0,1.0,False
02423800,,031502020405,147.0,16,1958,2025,52,0.0,0.0,0.21666666666666667,0.26504598877832025,0.17555885227834292,1960.0,0.3694530922491604,False
02424000,,031502020503,1027.0,114,1902,2025,10,0.0,0.0,-0.19530770343795886,0.002081610991226434,0.0886476524286186,1951.0,0.003412013396436906,True
02424010,,031502020802,0.59,16,1970,1996,11,0.0,0.0,0.15,0.45028488627204627,0.4067286835601967,1978.0,0.40632464550306346,True
02424500,,031502020603,1370.0,32,1938,1969,0,0.03125,0.0,-0.24113784594091267,0.05345864830096316,0.04785615428480308,1949.0,0.19108407970966035,False
02424590,,031502020703,1480.0,26,1951,2011,35,0.07692307692307693,0.0,-0.11710337475865949,0.40215288967641816,0.3246988056872863,1991.0,0.7668740509315027,True
02424940,,031502020805,220.0,12,1976,1987,0,0.16666666666666666,0.0,-0.3333333333333333,0.15259045898802842,0.14995916929169506,1983.0,0.3156861782697033,False
02425000,,031502020902,1766.0,73,1939,2025,14,0.0410958904109589,0.0,-0.20892146230407177,0.009052203928053603,0.00864374512843537,1984.0,0.032679530358163233,True
02425200,,031502030301,35.8,12,1973,1985,1,0.0,0.0,-0.2424242424242424,0.3108100139957779,-0.021264874038429284,1983.0,0.5549351041725344,False
02425500,,031502030207,211.0,30,1953,1982,0,0.0,0.0,0.09513170724773494,0.4638199714730866,-0.08711920110244724,1970.0,0.6764215240751639,False
02425655,,031502030208,44.4,22,1951,1990,18,0.045454545454545456,0.0,0.06493506493506493,0.6964081768655271,-0.3563668919343767,1954.0,0.9183748655401969,True
02426000,,031502030107,95.4,31,1943,1979,6,0.06451612903225806,0.0,-0.04956908063581812,0.6957746420698736,-0.08268652807922704,1947.0,0.687102956768797,False
02426500,,031502030107,200.0,6,1939,1944,0,0.0,0.0,0.2,0.7194444444444444,-0.20151849834268312,,,False
02427000,,031502030109,293.0,7,1943,1949,0,0.0,0.0,-0.7807200583588265,0.015074907310598044,0.5281354025241498,,,True
02427013,,031502030108,2.69,4,1973,1976,0,0.0,0.0,,,,,,False
02427020,,031502030110,329.0,3,2023,2025,0,0.0,0.0,,,,,,False
02427250,,031502030407,261.0,36,1990,2025,0,0.0,0.0,0.012698412698412698,0.9132285432239224,-0.4026831234610707,2018.0,1.0,True
02427300,,031502030407,10.3,15,1960,1974,0,0.0,0.0,0.12380952380952381,0.5589660721223221,0.07175275919540641,1969.0,1.0,False
02427500,,031502030701,20637.0,26,1932,1990,33,0.15384615384615385,0.0,0.12326671027227315,0.3778437171187956,0.1153225157841699,1954.0,0.4181389117783302,False
02427700,,031502030603,97.5,39,1958,1996,0,0.05128205128205128,0.0,-0.15789473684210525,0.1569705653046883,0.015612443310084604,1983.0,0.1705399398628593,False
02427830,,031502030802,21.7,9,2009,2017,0,1.0,0.0,0.28867513459481287,0.31731050786291415,0.4867388456839005,2014.0,0.18143590657882502,True
02427875,,031502030802,64.3,19,1951,1970,1,0.0,0.0,-0.11176663957796598,0.5057045467734664,-0.187431111002533,1961.0,0.7652768314913712,False
02428300,,031502040101,13.2,16,1959,1974,0,0.0,0.0,0.15899720766358738,0.3918340019937081,0.3880269251049096,1969.0,0.3029277630488401,True
02428400,,031502040105,21473.0,42,1976,2017,0,0.7380952380952381,0.0,-0.1338769635676891,0.21254690550771915,0.034529061279576695,1983.0,0.547249591961887,False
02428500,,031502040205,247.0,27,1944,1970,0,0.0,0.0,-0.2738947152069843,0.045312876841338515,0.1545430948955165,1949.0,0.20532506484780383,True
02429000,,031502040304,121.0,24,1952,2024,49,0.08333333333333333,0.0,-0.1956521739130435,0.1907535857010569,0.23590189185227162,1966.0,0.11335061389640723,False
02429500,,031502040405,21967.0,44,1929,1981,9,0.022727272727272728,0.0,0.026525381835964642,0.8003023907954109,0.10497285426606072,1969.0,0.7055377731205748,False
02429540,,031502040604,22360.0,1,2023,2023,0,0.0,0.0,,,,,,False
02429595,,031502040503,95.2,11,1969,1979,0,0.0,0.0,0.0909090909090909,0.7611503928170594,0.03957024498830226,1973.0,1.0,False
02429650,,031502040704,44.4,10,1971,1981,1,0.0,0.0,0.28888888888888886,0.2912483465608466,0.24712054161222366,1977.0,0.4134509240660289,False
02432500,,031601010505,136.0,24,1941,1975,11,1.0,0.0,0.0471870105616408,0.7470311555982709,0.15070168010975046,1943.0,0.5165398603504154,False
02437800,,031601030103,13.1,15,1959,1973,0,0.06666666666666667,0.0,0.2761904761904762,0.16857787367749338,0.03388429012091981,1961.0,0.5414419144797877,False
02437810,,031601030107,112.0,1,1981,1981,0,0.0,0.0,,,,,,False
02437900,,031601030301,14.3,12,1960,1972,1,0.0,0.0,0.0303030303030303,0.9465592891547753,0.098312216602183,1966.0,0.9723818852768815,False
02438000,,031601030303,277.0,70,1951,2025,5,0.0,0.0,-0.11542495843736034,0.15865053930693584,0.10082327598406214,2005.0,0.10405812107450166,False
02438500,,031601030303,306.0,9,1942,1950,0,0.0,0.0,0.6666666666666666,0.012665343915343916,0.5340128644606645,1943.0,0.46827260127133097,True
02439000,,031601030202,472.0,36,1939,1985,11,0.1111111111111111,0.0,0.26751728020385473,0.022070070411762035,0.5438750994642727,1943.0,0.09896550236129721,True
02442000,,031601050201,130.0,32,1940,1979,8,0.03125,0.0,0.05876468514526443,0.6379064572609396,0.081271841192595,1967.0,0.6790174166855433,False
02442500,,031601050203,247.0,38,1955,2012,20,0.05263157894736842,0.0,0.08392603129445235,0.4582434363235117,0.06647939714879358,1959.0,0.32135327727948293,False
02443000,,031601050205,309.0,84,1940,2023,0,0.08333333333333333,0.0,-0.01436370341251575,0.8468260399133158,0.2648185208022334,2005.0,0.5391199423949335,False
02443230,,031601050403,35.8,12,1972,1983,0,0.0,0.0,0.0606060606060606,0.8405883696421891,-0.23921232765658923,1978.0,1.0,False
02443730,,031601060305,0.24,11,1991,2003,2,0.0,0.0,-0.05454545454545454,0.8792698312489979,-0.2346559582035394,1994.0,1.0,False
02444000,,031601060203,126.0,26,1955,1980,0,0.038461538461538464,0.0,0.4006168083848877,0.004155657095036217,0.39312939808180924,1969.0,0.03006419923466463,True
02444160,,031601060502,5750.0,44,1981,2024,0,0.6590909090909091,0.0,0.049709155549242136,0.6345057108234032,0.1084832133206608,1990.0,0.6023884238244043,False
02444161,,031601060502,5750.0,6,2011,2016,0,0.0,0.0,0.2,0.7194444444444444,-0.6107383058310161,,,True
02444490,,031601060504,52.6,6,1999,2004,0,0.0,0.0,0.3333333333333333,0.46944444444444444,0.6074421393920406,,,True
02444500,,031601060507,5940.0,41,1939,1979,0,0.1951219512195122,0.0,0.18048780487804877,0.09644725863113422,0.15955887341069647,1943.0,0.22708552231514456,False
02445000,,031601060404,112.0,15,1955,1979,10,0.13333333333333333,0.0,0.259627386898492,0.18042820292921435,0.47863145590047046,1959.0,0.13896690244560309,True
02445245,,031601070102,59.3,21,1951,1973,2,0.0,0.0,0.21479774778582278,0.1739940736802702,-0.24321299743884678,1959.0,0.3294955807671636,False
02445290,,031601070106,138.0,1,1981,1981,0,0.0,0.0,,,,,,False
02445500,,031601070204,282.0,22,1939,1979,19,0.045454545454545456,0.0,-0.03056885144960587,0.843279671692675,0.24074223401106903,1951.0,0.6080644187280364,False
02446000,,031601070206,413.0,13,1939,1951,0,0.0,0.0,0.5032362797401964,0.017135513387570647,0.436620360432016,1943.0,0.12637825922916793,True
02446500,,031601070302,528.0,82,1930,2025,14,0.0,0.0,-0.04006024278107507,0.5943097313311807,0.14014991510877178,2005.0,0.7260649061985525,False
02447000,,031601070306,769.0,21,1939,1961,2,0.047619047619047616,0.0,0.05714285714285715,0.7428741042713249,0.03273814263083998,1942.0,0.6718219624783248,False
02447025,,031601060609,7230.0,40,1978,2017,0,0.75,0.0,0.027044704866195743,0.8066119574393412,0.0028795889173946214,1988.0,1.0,False
02448500,,031601081101,1097.0,82,1940,2025,4,0.012195121951219513,0.0,-0.08529237964944231,0.2570792797249931,0.11365227771822298,1980.0,0.3997137148959391,False
02448900,,031601081005,158.0,34,1991,2025,1,0.0,0.0,-0.05882352941176471,0.6246954163900664,0.08879261066434202,2021.0,1.0,False
02449000,,031601060609,8632.0,51,1939,1990,1,0.0,0.0,0.21515523366040581,0.026033873802634496,0.17659961655721781,1967.0,0.08463990000253713,True
02449245,,031601060607,43.2,25,1971,1997,2,0.0,0.0,-0.11999999999999998,0.4176309114337012,-0.018768666720092586,1981.0,0.529361567229511,False
02449400,,031601060703,11.8,16,1959,1974,0,0.0,0.0,0.0,1.0,0.1865590186841996,1960.0,1.0,False
02449500,,031601060705,8930.0,18,1901,1979,61,0.7222222222222222,0.0,0.35947712418300654,0.03946459230702182,0.38102095627268845,1942.0,0.14336945167358056,True
02449775,,031601090109,110.0,1,1981,1981,0,0.0,0.0,,,,,,False
02449838,,031601090102,37.1,3,2023,2025,0,0.0,0.0,,,,,,False
02449882,,031601090107,13.0,33,1993,2025,0,0.0,0.0,0.0513802198770257,0.6754836360254082,0.027901211607851115,2015.0,0.7651853911327331,False
02450000,,031601090203,358.0,90,1929,2025,7,0.0,0.0,-0.0007507526549022171,0.9916565857016427,-0.038899407566782986,1935.0,1.0,False
02450180,,031601090205,487.0,46,1977,2025,3,0.043478260869565216,0.0,0.04067808534418612,0.6908045841601838,-0.02658619509695972,2008.0,0.7102157742499022,False
02450200,,031601090204,13.0,16,1959,1974,0,0.0,0.0,-0.049999999999999996,0.8248012387069669,-0.09978111761277673,1966.0,0.6785920293813873,False
02450215,,031601090204,26.0,1,1981,1981,0,0.0,0.0,,,,,,False
02450250,,031601100103,92.1,59,1967,2025,0,0.01694915254237288,0.0,-0.12697492603606453,0.15584359817643326,0.0636013113967889,2004.0,0.1559907102068455,False
02450500,,031601100305,360.0,10,1945,1954,0,0.0,0.0,0.022222222222222223,1.0,-0.3330176962717438,1951.0,1.0,True
02450825,,031601100304,101.0,35,1981,2025,10,0.08571428571428572,0.0,-0.18502950194187348,0.11821378173149,0.25848239232379905,2003.0,0.11003146882651516,False
02451000,,031601100305,149.0,20,1940,1960,1,0.0,0.0,0.052910793527110644,0.7453438726627502,0.18262347397466286,1942.0,0.5338891183328259,False
02451500,,031601100306,524.0,16,1936,1951,0,0.4375,0.0,0.3666666666666667,0.05167689542426284,0.42332687917336465,1945.0,0.13862671436001497,True
02451550,,031601100405,1.42,8,1966,1973,0,0.0,0.0,0.2857142857142857,0.39875992063492066,0.07677235202353884,1968.0,0.567071723882776,False
02451750,,031601100501,1.64,9,1964,1972,0,0.0,0.0,-0.1111111111111111,0.761414241622575,-0.47043489353172574,1964.0,1.0,True
02452000,,031601100507,969.0,8,1953,1960,0,0.0,0.0,-0.14285714285714285,0.7195436507936508,-0.031622237445854115,1958.0,0.44626032029685964,False
02452500,,031601100507,992.0,9,1929,1937,0,0.0,0.0,0.0,1.0,0.04852794182201616,1930.0,0.9535212573379397,False
02452505,,031601100507,1100.0,1,2023,2023,0,0.0,0.0,,,,,,False
02453000,,031601090309,181.0,73,1939,2025,14,0.0136986301369863,0.0,0.07539986954518338,0.34568834578775565,0.14198899005562857,1960.0,0.5862323317121994,False
02453390,,031601090601,11.8,3,1995,1997,0,0.0,0.0,,,,,,False
02453400,,031601090601,2.47,12,1958,1969,0,1.0,0.0,-0.0909090909090909,0.7373055246579552,-0.1818009894757087,1966.0,0.48659926559031796,False
02453500,,031601090603,1916.0,25,1901,2023,98,0.6,0.0,-0.2953086642941707,0.03960376904585122,-0.17040332123549795,1909.0,0.177395088348697,True
02453835,,031601090402,2.68,2,1981,1982,0,0.0,0.0,,,,,,False
02453900,,031601090403,4.7,7,1968,1974,0,0.0,0.0,0.33333333333333337,0.3813492063492063,-0.32077452088348285,,,True
02453950,,031601090403,115.0,19,1951,1970,1,0.0,0.0,-0.13450292397660818,0.44673486746702856,-0.3200457942167578,1964.0,0.9466978876629354,True
02454000,,031601090405,134.0,26,1951,2025,49,0.038461538461538464,0.0,0.015432172268942525,0.9122021204160496,-0.026522919065230206,1959.0,0.9377712129663432,False
02454055,,031601090405,143.0,29,1993,2021,0,0.0,0.0,-0.17733990147783246,0.18459403185660211,-0.13976530596056155,2004.0,0.1382198294322041,False
02454200,,031601090503,85.0,14,1958,1979,8,0.21428571428571427,0.0,0.16483516483516486,0.4505630133066889,-0.1482121754299697,1969.0,0.6173229183426393,False
02454500,,031601110107,147.0,17,1953,1969,0,0.0,0.0,0.11070186069251191,0.5363022663099168,0.5552768935703556,1960.0,0.11187655946257266,True
02454995,,031601110202,13.0,3,1998,2000,0,0.0,0.0,,,,,,False
02455000,,031601110208,303.0,84,1941,2024,0,0.011904761904761904,0.0,0.0022988539915611873,0.9753432137435183,0.24515676441114528,1951.0,0.5954859826325901,False
02455185,,031601110204,36.1,18,1999,2025,9,0.0,0.0,-0.019607843137254905,0.9405163052956534,-0.375500280692871,2024.0,1.0,True
02455280,,031601110207,186.0,5,1993,1997,0,0.0,0.0,0.39999999999999997,0.48333333333333334,0.24252262367863142,,,False
02455500,,031601110305,624.0,55,1931,1997,12,0.23636363636363636,0.0,-0.1295111453626165,0.1633129622952253,0.3396612338706858,1951.0,0.027426359724846805,True
02455900,,031601110308,707.0,10,2002,2011,0,0.0,0.0,-0.022222222222222223,1.0,0.18079269353904254,2005.0,0.9118248435222587,False
02455973,,031601110306,3.4,1,2000,2000,0,0.0,0.0,,,,,,False
02455974,,031601110306,2.1,1,2000,2000,0,0.0,0.0,,,,,,False
02455980,,031601110306,27.4,36,1989,2024,0,1.0,0.0,0.10793650793650794,0.35433124467062005,0.137240774191685,1995.0,0.2186700824695501,False
02456000,,031601110307,80.9,52,1944,2025,30,0.0,0.0,-0.04981133494093044,0.6024758177473468,0.196244767622334,2005.0,0.5879714480506919,False
02456330,,031601110401,16.2,13,1976,1988,0,0.0,0.0,-0.4871794871794871,0.021581605765633543,0.45434642230343847,1983.0,0.07476447696490775,True
02456500,,031601110404,885.0,84,1942,2025,0,0.011904761904761904,0.0,-0.06831229598589808,0.3578643264637974,0.1950503157994347,1954.0,0.5274844289291346,False
02456980,,031601110406,18.6,7,1997,2006,3,1.0,0.0,-0.04761904761904762,1.0,-0.4511873817990944,,,True
02456998,,031601110406,3.11,7,1997,2006,3,1.0,0.0,0.4285714285714286,0.2388888888888889,-0.12862048478062088,,,False
02457000,,031601110406,23.9,46,1954,2017,18,1.0,0.0,0.356071976387707,0.0004925998351997406,0.39334632398244435,1974.0,0.001653784532374768,True
02457595,,031601110406,51.9,37,1989,2025,0,0.02702702702702703,0.0,0.021052655382064876,0.8546915716041081,0.25977374136060627,1995.0,0.6756719885421183,False
02457670,,031601110407,91.7,10,1997,2006,0,0.0,0.0,0.28888888888888886,0.2912483465608466,-0.2081524813089686,2000.0,0.6866409702513011,False
02457700,,031601110407,96.2,11,1965,1975,0,0.0,0.0,0.07339758434175737,0.7547764265871044,-0.08248435660651003,1968.0,1.0,False
02457704,,031601110407,96.9,5,2020,2024,0,0.0,0.0,-0.6,0.23333333333333334,0.7000324699147539,,,True
02458148,,031601110408,4.1,20,1999,2025,7,1.0,0.0,-0.1915001983712573,0.24164958719995389,0.09755384652878275,2004.0,0.4708190737784177,False
02458190,,031601110408,3.35,10,2015,2025,1,1.0,0.0,-0.1111111111111111,0.7274895282186948,0.031495962951989066,2022.0,1.0,False
02458200,,031601110408,15.6,12,1970,2008,27,1.0,0.0,-0.3511552695176641,0.11390323413538203,0.5807598190957115,2004.0,0.16207868816564036,True
02458300,,031601110408,26.0,32,1989,2020,0,1.0,0.0,0.08484865799152039,0.4957005288916845,0.13459084420731315,1997.0,0.5379105230353368,False
02458450,,031601110408,33.5,40,1976,2024,9,1.0,0.0,0.0513479242074492,0.6411405886909199,0.2508199943626935,2013.0,0.6092592792231791,False
02458502,,031601110408,36.7,20,1998,2025,8,1.0,0.0,0.052910793527110644,0.7453438726627502,0.1838436870402555,2015.0,1.0,False
02458600,,031601110408,52.2,29,1997,2025,0,1.0,0.0,-0.13070293536543992,0.32005141526761505,0.0742029446659621,2006.0,0.7098068055513626,False
02460500,,031601110409,83.5,31,1954,2025,41,0.1935483870967742,0.0,0.05387943547371535,0.6708124546241708,0.030018129840988877,1960.0,0.4264273454116434,False
02461130,,031601120101,7.0,12,2001,2025,13,1.0,0.0,0.0606060606060606,0.8405883696421891,0.38477175857512524,2007.0,0.3670101994294372,True
02461192,,031601120101,13.524,5,2020,2024,0,1.0,0.0,0.6,0.23333333333333334,0.15636265097695265,,,False
02461405,,031601120101,30.0,7,2019,2025,0,1.0,0.0,-0.23809523809523814,0.5619047619047619,0.34065329350378293,,,True
02461500,,031601120102,52.5,41,1976,2025,9,0.8536585365853658,0.0,-0.17094029836287597,0.11579530727273217,0.07164804314390358,1991.0,0.15261893388340708,False
02461630,,031601120102,7.3,6,1998,2003,0,0.0,0.0,-0.7333333333333333,0.05555555555555555,-0.05450993136086818,,,False
02461640,,031601120102,61.4,9,1998,2006,0,1.0,0.0,-0.4789207443461594,0.07473549830588248,-0.38131418887864804,2001.0,0.46827260127133097,True
02462000,,031601120104,148.0,71,1954,2025,1,0.0,0.0,-0.1977447278610167,0.0147989372181894,0.19756016692179576,1984.0,0.0016994107120400265,True
02462500,,031601120203,3981.0,46,1929,2014,40,0.782608695652174,0.0,-0.07446811993204797,0.4659325099115784,0.24044406784024397,1984.0,0.6445530994370628,False
02462600,,031601120301,5.32,22,1960,1984,3,0.0,0.0,0.19088982004141847,0.21453096516446635,-0.3422081956313957,1969.0,0.772884725961048,True
02462800,,031601120303,45.3,17,1957,1973,0,0.0,0.0,-0.02941176470588235,0.9031966906069087,0.19890165753018435,1960.0,0.8096765688042623,False
02462840,,031601120303,87.3,2,1981,1982,0,0.0,0.0,,,,,,False
02462951,,031601120505,4219.0,38,1977,2014,0,1.0,0.0,0.045681946884148894,0.6873455140519246,0.10700381018461182,2008.0,1.0,False
02462990,,031601120501,8.38,7,1977,1984,1,0.0,0.0,0.04761904761904762,1.0,0.02691962027779962,,,False
02463500,,031601120504,108.0,17,1953,1969,0,0.0,0.0,-0.2205882352941176,0.23617204064651248,0.3295561751321461,1964.0,0.21441537684199558,True
02463510,,031601120504,113.0,1,1981,1981,0,0.0,0.0,,,,,,False
02463587,,031601120402,46.2,1,1991,1991,0,0.0,0.0,,,,,,False
02463900,,031601120406,15.0,6,1977,1984,2,0.0,0.0,0.2,0.7194444444444444,0.3243647173177293,,,True
02464000,,031601120408,223.0,87,1939,2025,0,0.011494252873563218,0.0,0.04921761164660859,0.4999428011779976,0.10521154858800508,1969.0,0.927823340692709,False
02464146,,031601120411,6.16,35,1981,2017,2,0.0,0.0,0.16820863812897588,0.1555243088688735,0.009652534734682004,2010.0,0.38553961722500396,False
02464360,,031601120410,57.2,31,1987,2017,0,0.0,0.0,-0.04094837096002367,0.7466761189516522,-0.08448791892108469,1995.0,1.0,False
02464385,,031601120410,4.67,2,2010,2011,0,0.0,0.0,,,,,,False
02464500,,031601120413,372.0,17,1952,1968,0,0.0,0.0,0.10294117647058822,0.5976439315443395,0.06043659587444025,1959.0,0.37818715623920096,False
02464503,,031601120413,1.03,2,2011,2012,0,0.0,0.0,,,,,,False
02464660,,031601120412,20.9,9,2009,2017,0,0.0,0.0,-0.1111111111111111,0.761414241622575,-0.49017069532493357,2009.0,1.0,True
02464680,,031601120413,0.92,2,2011,2012,0,0.0,0.0,,,,,,False
02465000,,031601130201,4820.0,95,1900,2022,28,0.031578947368421054,0.0,0.010091958003818817,0.8849571733766257,0.08631716719290038,1954.0,0.962397329949569,False
02465080,,031601130201,11.4,2,1997,1998,0,0.0,0.0,,,,,,False
02465200,,031601130202,3.71,14,1957,1970,0,0.6428571428571429,0.0,0.04419956960878639,0.82640978682081,0.2102290009311141,1960.0,0.40379303598931077,False
02465205,,031601130202,3.65,12,1964,1998,23,0.0,0.0,0.3333333333333333,0.15259045898802842,-0.040376088209871375,1970.0,0.1933233156649223,False
02465286,,031601130203,,7,1978,1984,0,0.0,0.0,-0.14285714285714288,0.7726190476190476,-0.33360178903167065,,,True
02465292,,031601130203,10.7,22,2003,2024,0,1.0,0.0,-0.21692025004706647,0.15840468315223566,0.2703087548885759,2014.0,0.5777129339507792,False
02465400,,031601130104,55.9,5,1957,1961,0,0.2,0.0,0.0,1.0,-0.545477399924188,,,True
02465493,,031601130302,32.3,48,1977,2024,0,0.0,0.0,0.029268295560817992,0.769279923596385,-0.06255051334002502,1995.0,1.0,False
02465500,,031601130402,73.6,21,1955,1979,4,0.047619047619047616,0.0,0.014319849852388185,0.9277849269223342,0.05088584060559899,1969.0,1.0,False
02466000,,031601130607,5792.0,30,1933,1981,19,0.16666666666666666,0.0,-0.03908045977011494,0.7772097145495372,0.1691750166917405,1951.0,0.6357980326401329,False
02466030,,031601130607,5810.0,43,1977,2024,5,0.3488372093023256,0.0,0.1409548422704971,0.18370014478801955,0.015860011805349655,2008.0,0.27515212114455306,False
02466500,,031601130708,171.0,16,1940,2025,70,0.0,0.0,-0.22594340036404525,0.2236643871277405,0.06970527571375038,1948.0,0.5316547812614327,False
02467000,,031602010401,15385.0,89,1929,2017,0,0.24719101123595505,0.0,0.2176101149490248,0.002617459128861509,0.19948394866151953,1969.0,0.0018799473035391364,True
02467050,,031602010402,15500.0,2,1979,1980,0,0.0,0.0,,,,,,False
02467500,,031602020405,607.0,84,1939,2024,2,0.011904761904761904,0.0,0.03129936971978654,0.6736831564565663,0.09036875486121071,1973.0,1.0,False
02468000,,031602020603,62.3,17,1955,1979,8,0.058823529411764705,0.0,0.11070186069251191,0.5363022663099168,-0.26651138798784496,1960.0,0.8627043166446087,False
02468500,,031602010108,257.0,29,1944,1991,19,0.0,0.0,0.14321031309413615,0.2764403576951088,0.16584762553168075,1973.0,0.33059777644317306,False
02468966,,031602010201,20.1,8,1977,1985,1,0.0,0.0,-0.181848241863327,0.5330356744917513,0.002986841461721103,1983.0,0.44626032029685964,False
02469000,,031602010203,90.9,16,1955,1970,0,0.0,0.0,0.108787563138244,0.557951571546442,-0.26161082276088043,1959.0,1.0,False
02469500,,031602010505,115.0,2,2023,2024,0,0.0,0.0,,,,,,False
02469525,,031602010901,17487.0,9,2017,2025,0,0.0,0.0,-0.4444444444444444,0.11943893298059964,0.5831235070279852,2021.0,0.18143590657882502,True
