station_id,station_name,latitude,longitude,raw_file,status,request_url,rows_parsed,error
01-2172,DAUPHIN ISLAND #2,30.25,-88.0833,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-2172_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=30.250000&lon=-88.083300&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-2188,DAYTON 1 N,32.3667,-87.65,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-2188_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=32.366700&lon=-87.650000&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-2207,DECATUR,34.5833,-86.9667,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-2207_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=34.583300&lon=-86.966700&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-2240,DEMOPOLIS LOCK 4,32.5167,-87.85,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-2240_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=32.516700&lon=-87.850000&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-2245,DEMOPOLIS L&D,32.5192,-87.8794,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-2245_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=32.519200&lon=-87.879400&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-2350,DORA,33.7386,-87.0792,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-2350_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=33.738600&lon=-87.079200&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-2372,DOTHAN FAA AP,31.3167,-85.45,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-2372_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=31.316700&lon=-85.450000&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-2377,DOTHAN,31.1942,-85.3708,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-2377_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=31.194200&lon=-85.370800&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-2577,ELBA,31.4239,-86.0667,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-2577_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=31.423900&lon=-86.066700&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-2632,ELROD,33.2569,-87.7972,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-2632_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=33.256900&lon=-87.797200&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-2670,ENTERPRISE,31.3167,-85.85,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-2670_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=31.316700&lon=-85.850000&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-2675,ENTERPRISE 2 W,31.3147,-85.8797,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-2675_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=31.314700&lon=-85.879700&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-2727,EUFAULA,31.8667,-85.15,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-2727_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=31.866700&lon=-85.150000&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-2730,EUFAULA WILDLIFE REF,32.0086,-85.0919,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-2730_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=32.008600&lon=-85.091900&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-2742,WARRIOR L&D,32.7833,-87.8333,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-2742_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=32.783300&lon=-87.833300&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-2758,EVERGREEN,31.4449,-86.9532,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-2758_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=31.444900&lon=-86.953200&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-2763,EVERGREEN FAA AP,31.4167,-87.0333,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-2763_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=31.416700&lon=-87.033300&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-2813,FAIRHOPE 2 NE,30.5467,-87.8808,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-2813_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=30.546700&lon=-87.880800&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-2840,FALKVILLE 1 E,34.3667,-86.8833,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-2840_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=34.366700&lon=-86.883300&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-2883,FAYETTE,33.6847,-87.8219,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-2883_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=33.684700&lon=-87.821900&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-2971,FLORENCE,34.8,-87.6833,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-2971_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=34.800000&lon=-87.683300&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-2976,FLORENCE AT LOCK,34.7833,-87.6667,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-2976_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=34.783300&lon=-87.666700&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-3024,FT DEPOSIT,31.9833,-86.5833,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-3024_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=31.983300&lon=-86.583300&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-3035,FT MORGAN,30.2333,-88.0167,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-3035_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=30.233300&lon=-88.016700&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-3043,FT PAYNE,34.4406,-85.7236,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-3043_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=34.440600&lon=-85.723600&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-3105,FRISCO CITY 3 SSW,31.3894,-87.4203,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-3105_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=31.389400&lon=-87.420300&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-3151,GADSDEN,34.0167,-86.0,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-3151_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=34.016700&lon=-86.000000&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-3154,GADSDEN,34.0219,-85.9878,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-3154_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=34.021900&lon=-85.987800&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-3160,GAINESVILLE LOCK,32.8347,-88.1342,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-3160_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=32.834700&lon=-88.134200&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-3200,GARDEN CITY,34.0167,-86.75,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-3200_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=34.016700&lon=-86.750000&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-3251,GENEVA #2,31.0383,-85.8708,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-3251_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=31.038300&lon=-85.870800&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-3255,GENEVA,31.0386,-85.87,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-3255_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=31.038600&lon=-85.870000&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-3271,GEORGIANA,31.6772,-86.8061,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-3271_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=31.677200&lon=-86.806100&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-3399,GOODWATER,33.0667,-86.05,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-3399_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=33.066700&lon=-86.050000&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-3430,GORGAS 2 ENE,33.6667,-87.1833,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-3430_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=33.666700&lon=-87.183300&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-3511,GREENSBORO,32.7017,-87.5808,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-3511_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=32.701700&lon=-87.580800&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-3519,GREENVILLE,31.7901,-86.6087,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-3519_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=31.790100&lon=-86.608700&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-3524,GREENVILLE 2,31.8333,-86.6333,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-3524_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=31.833300&lon=-86.633300&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-3573,GUNTERSVILLE,34.3344,-86.3297,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-3573_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=34.334400&lon=-86.329700&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-3620,HALEYVILLE,34.2311,-87.6347,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-3620_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=34.231100&lon=-87.634700&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-3644,HAMILTON,34.1333,-87.9833,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-3644_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=34.133300&lon=-87.983300&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-3645,HAMILTON 3 S,34.0967,-87.9914,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-3645_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=34.096700&lon=-87.991400&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-3655,HANCEVILLE,34.0675,-86.7917,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-3655_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=34.067500&lon=-86.791700&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-3748,HAYNEVILLE,32.1833,-86.5833,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-3748_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=32.183300&lon=-86.583300&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-3761,HEADLAND,31.3625,-85.3397,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-3761_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=31.362500&lon=-85.339700&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-3775,HEFLIN,33.6483,-85.6006,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-3775_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=33.648300&lon=-85.600600&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-3781,HELENA,33.2725,-86.8336,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-3781_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=33.272500&lon=-86.833600&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-3783,HELENA 1 S,33.2833,-86.85,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-3783_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=33.283300&lon=-86.850000&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-3816,HIGHLAND HOME,31.8814,-86.2503,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-3816_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=31.881400&lon=-86.250300&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-3842,HIGHTOWER,33.5172,-85.3781,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-3842_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=33.517200&lon=-85.378100&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-3899,HODGES,34.3606,-87.9283,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-3899_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=34.360600&lon=-87.928300&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-4064,HUNTSVILLE INTNL AP,34.6439,-86.7861,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-4064_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=34.643900&lon=-86.786100&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-4068,HUNTSVILLE 4 SSE,34.7,-86.5833,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-4068_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=34.700000&lon=-86.583300&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-4192,JACKSON LOCK 1,31.55,-88.0167,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-4192_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=31.550000&lon=-88.016700&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-4193,JACKSON,31.525,-87.9278,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-4193_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=31.525000&lon=-87.927800&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-4209,JACKSONVILLE,33.8164,-85.7661,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-4209_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=33.816400&lon=-85.766100&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-4226,JASPER,33.9053,-87.315,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-4226_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=33.905300&lon=-87.315000&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-4306,JORDAN DAM,32.6167,-86.25,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-4306_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=32.616700&lon=-86.250000&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-4431,KINSTON,31.2403,-86.1947,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-4431_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=31.240300&lon=-86.194700&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-4502,LAFAYETTE 2W,32.9069,-85.4336,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-4502_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=32.906900&lon=-85.433600&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-4603,LAY DAM,32.9667,-86.5167,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-4603_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=32.966700&lon=-86.516700&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-4619,LEEDS,33.5447,-86.5272,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-4619_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=33.544700&lon=-86.527200&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
